composite_key,supplier_number_name,supplier_key,supplier_name,coupa_name,coupa_supplier_id,coupa_supplier_number,coupa_supplier_name,coupa_created_at,coupa_created_by,coupa_updated_at,coupa_updated_by,coupa_supplier_commodity,coupa_tax_id,coupa_primary_contact_email,coupa_primary_contact_phone_work,coupa_primary_pontact_phone_mobile,coupa_primary_contact_phone_fax,coupa_primary_contact_first_name,coupa_primary_contact_last_name,coupa_primary_address_street1,coupa_primary_address_street2,coupa_primary_address_city,coupa_primary_address_state,coupa_primary_address_postal_code,coupa_primary_address_country,coupa_vat_id,coupa_primary_address_tax_country,coupa_invoice_matching_level,coupa_po_method,coupa_po_change_method,coupa_po_email,coupa_supplier_payment_terms_code,coupa_supplier_payment_terms,coupa_supplier_shipping_terms_code,coupa_supplier_shipping_terms,coupa_vendor_account_group,coupa_supplier_owner,coupa_preferred_supplier,coupa_parent_company_supplier_number,coupa_content_groups,coupa_parent_company_id,coupa_parent_company_name,coupa_supplier_tag,moodys_bvd_id,moodys_company_name,moodys_status,moodys_closing_date_last_avail_year,moodys_nom_last_avail_year,moodys_financial_risk,moodys_last_closing_year
MOODYS_US380819050-COUPA_Moody's supplier,Moody's Name: Steelcase Inc.,US380819050,Steelcase Inc.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US380819050,Steelcase Inc.,Active,2025-02-28,12,Go ahead,2025
MOODYS_SG199002645H-COUPA_Moody's supplier,Moody's Name: Flex Limited,SG199002645H,Flex Limited,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,SG199002645H,Flex Limited,Active,2025-03-31,12,Go ahead,2025
MOODYS_DK24256790-COUPA_Moody's supplier,Moody's Name: Novo Nordisk A/S,DK24256790,Novo Nordisk A/S,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DK24256790,Novo Nordisk A/S,Active,2025-12-31,12,Go ahead,2025
MOODYS_IN0005836713-COUPA_Moody's supplier,Moody's Name: Schott Poonawalla Private Limited,IN0005836713,Schott Poonawalla Private Limited,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,IN0005836713,Schott Poonawalla Private Limited,Active,2025-03-31,12,Go ahead,2025
MOODYS_US042209186-COUPA_Moody's supplier,Moody's Name: Thermo Fisher Scientific Inc.,US042209186,Thermo Fisher Scientific Inc.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US042209186,Thermo Fisher Scientific Inc.,Active,2025-12-31,12,Go ahead,2025
MOODYS_NO998753562-COUPA_Moody's supplier,Moody's Name: Borregaard ASA,NO998753562,Borregaard ASA,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NO998753562,Borregaard ASA,Active,2025-12-31,12,Go ahead,2025
MOODYS_JP5011101012069-COUPA_Moody's supplier,"Moody's Name: DAI Nippon Printing Co., Ltd.",JP5011101012069,"DAI Nippon Printing Co., Ltd.",Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,JP5011101012069,"DAI Nippon Printing Co., Ltd.",Active,2025-03-31,12,Go ahead,2025
MOODYS_US420617510-COUPA_Moody's supplier,Moody's Name: HNI Corporation,US420617510,HNI Corporation,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US420617510,HNI Corporation,Active,2024-12-28,12,Go ahead,2024
MOODYS_IE595593-COUPA_Moody's supplier,Moody's Name: Steris PLC,IE595593,Steris PLC,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,IE595593,Steris PLC,Active,2025-03-31,12,Go ahead,2025
MOODYS_CHCHE110368235-COUPA_Moody's supplier,Moody's Name: Ypsomed Holding AG,CHCHE110368235,Ypsomed Holding AG,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE110368235,Ypsomed Holding AG,Active,2025-03-31,12,Go ahead,2025
MOODYS_IN001652481IND-COUPA_Moody's supplier,Moody's Name: Piramal Pharma Limited,IN001652481IND,Piramal Pharma Limited,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,IN001652481IND,Piramal Pharma Limited,Active,2025-03-31,12,Go ahead,2025
MOODYS_US611767919-COUPA_Moody's supplier,Moody's Name: Alphabet Inc.,US611767919,Alphabet Inc.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US611767919,Alphabet Inc.,Active,2025-12-31,12,Go ahead,2025
MOODYS_DK33507992-COUPA_Moody's supplier,Moody's Name: Godshotel Distribution A/S,DK33507992,Godshotel Distribution A/S,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DK33507992,Godshotel Distribution A/S,Active,2024-12-31,12,Go ahead,2024
MOODYS_DE8170797738-COUPA_Moody's supplier,Moody's Name: Mutares SE & CO. Kgaa,DE8170797738,Mutares SE & CO. Kgaa,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DE8170797738,Mutares SE & CO. Kgaa,Active,2024-12-31,12,Go ahead,2024
MOODYS_LULB164851-COUPA_Moody's supplier,Moody's Name: GESTFAR Patrimoine Luxembourg S.C.A.,LULB164851,GESTFAR Patrimoine Luxembourg S.C.A.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,LULB164851,GESTFAR Patrimoine Luxembourg S.C.A.,Active,2024-12-31,12,Go ahead,2024
MOODYS_FR352256424-COUPA_Moody's supplier,Moody's Name: Arval Service Lease,FR352256424,Arval Service Lease,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,FR352256424,Arval Service Lease,Active,2024-12-31,12,Go ahead,2024
MOODYS_RS21020940-COUPA_Moody's supplier,Moody's Name: Boticom Best Deal DOO BEOGRAD,RS21020940,Boticom Best Deal DOO BEOGRAD,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,RS21020940,Boticom Best Deal DOO BEOGRAD,Active,2024-12-31,12,Go ahead,2024
MOODYS_SK44112548-COUPA_Moody's supplier,Moody's Name: Stevanato Group International a. s.,SK44112548,Stevanato Group International a. s.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,SK44112548,Stevanato Group International a. s.,Active,2024-12-31,12,Go ahead,2024
MOODYS_NL20073278-COUPA_Moody's supplier,Moody's Name: Repligen Europe B.V.,NL20073278,Repligen Europe B.V.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NL20073278,Repligen Europe B.V.,Active,2024-12-31,12,Go ahead,2024
MOODYS_US364150422-COUPA_Moody's supplier,Moody's Name: Jones Lang Lasalle INC,US364150422,Jones Lang Lasalle INC,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US364150422,Jones Lang Lasalle INC,Active,2024-12-31,12,Go ahead,2024
MOODYS_PT505282950-COUPA_Moody's supplier,"Moody's Name: Bluepharma, Sgps, S.A.",PT505282950,"Bluepharma, Sgps, S.A.",Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,PT505282950,"Bluepharma, Sgps, S.A.",Active,2024-12-31,12,Go ahead,2024
MOODYS_HU11294917-COUPA_Moody's supplier,Moody's Name: SCHOTT Kereskedelmi es Szolgaltato Korlatolt Felelossegu Tarsasag,HU11294917,SCHOTT Kereskedelmi es Szolgaltato Korlatolt Felelossegu Tarsasag,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,HU11294917,SCHOTT Kereskedelmi es Szolgaltato Korlatolt Felelossegu Tarsasag,Active,2024-12-31,12,Go ahead,2024
MOODYS_CZ26398966-COUPA_Moody's supplier,Moody's Name: Koerber Pharma Packaging Materials s.r.o.,CZ26398966,Koerber Pharma Packaging Materials s.r.o.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CZ26398966,Koerber Pharma Packaging Materials s.r.o.,Active,2024-12-31,12,Go ahead,2024
